Method,Name,Error,Occurrences
PUT,/prime/v1/mto-shipments/{mtoShipmentID},"HTTPSConnectionPool(host='api.exp.move.mil', port=443): Max retries exceeded with url: /prime/v1/mto-shipments/c67d9275-e884-46b8-a0a9-3e464ef435eb (Caused by NewConnectionError('<urllib3.connection.HTTPSConnection object at 0x7f288999f760>: Failed to establish a new connection: [Errno 110] Connection timed out'))",1
PUT,/prime/v1/mto-shipments/{mtoShipmentID},"HTTPSConnectionPool(host='api.exp.move.mil', port=443): Max retries exceeded with url: /prime/v1/mto-shipments/84d5b8ff-5462-4217-966a-0dd859a79497 (Caused by NewConnectionError('<urllib3.connection.HTTPSConnection object at 0x7f28890b4ee0>: Failed to establish a new connection: [Errno 111] Connection refused'))",10
GET,/support/v1move-task-orders/{moveTaskOrderID},"HTTPSConnectionPool(host='api.exp.move.mil', port=443): Max retries exceeded with url: /support/v1/move-task-orders/9e5778a5-1ce4-43ae-8c38-3fa09414a751 (Caused by NewConnectionError('<urllib3.connection.HTTPSConnection object at 0x7f288981cbb0>: Failed to establish a new connection: [Errno 111] Connection refused'))",72
GET,/support/v1/move-task-orders/{moveTaskOrderID},"HTTPSConnectionPool(host='api.exp.move.mil', port=443): Max retries exceeded with url: /support/v1/move-task-orders/dde18149-1456-44e2-bd81-8db60907fd57 (Caused by NewConnectionError('<urllib3.connection.HTTPSConnection object at 0x7f288bddc1f0>: Failed to establish a new connection: [Errno 111] Connection refused'))",1
PUT,/prime/v1/mto-shipments/{mtoShipmentID},"HTTPSConnectionPool(host='api.exp.move.mil', port=443): Max retries exceeded with url: /prime/v1/mto-shipments/6c9adb13-b1d0-4502-8f86-a481381728bc (Caused by NewConnectionError('<urllib3.connection.HTTPSConnection object at 0x7f2889893a90>: Failed to establish a new connection: [Errno 110] Connection timed out'))",2
PATCH,/prime/v1/move-task-orders/{moveTaskOrderID}/post-counseling-info,"HTTPSConnectionPool(host='api.exp.move.mil', port=443): Max retries exceeded with url: /prime/v1/move-task-orders/f70e8d40-d0d8-4d47-b54c-abf0e305b3be/post-counseling-info (Caused by NewConnectionError('<urllib3.connection.HTTPSConnection object at 0x7f288bda9490>: Failed to establish a new connection: [Errno 111] Connection refused'))",63
PUT,/prime/v1/mto-shipments/{mtoShipmentID}/agents/{agentID},"HTTPSConnectionPool(host='api.exp.move.mil', port=443): Max retries exceeded with url: /prime/v1/mto-shipments/133184be-3a92-4846-b46b-245dbdd958df/agents/7131e437-f341-45ab-8fbe-f5e59e4945a1 (Caused by NewConnectionError('<urllib3.connection.HTTPSConnection object at 0x7f28761de6a0>: Failed to establish a new connection: [Errno 111] Connection refused'))",19
PUT,/prime/v1/mto-shipments/{mtoShipmentID}/addresses/{addressID},"HTTPSConnectionPool(host='api.exp.move.mil', port=443): Max retries exceeded with url: /prime/v1/mto-shipments/982f92d4-6435-4c2c-8071-157c392a4cbc/addresses/31d2a904-1901-4f3c-a2e7-a8e0581ab073 (Caused by NewConnectionError('<urllib3.connection.HTTPSConnection object at 0x7f28898ae790>: Failed to establish a new connection: [Errno 111] Connection refused'))",1
PUT,/prime/v1/mto-shipments/{mtoShipmentID},"HTTPSConnectionPool(host='api.exp.move.mil', port=443): Max retries exceeded with url: /prime/v1/mto-shipments/a6cb3bb8-68fb-47fe-9e2b-dfbcf0eb84a6 (Caused by NewConnectionError('<urllib3.connection.HTTPSConnection object at 0x7f287691df40>: Failed to establish a new connection: [Errno 111] Connection refused'))",4
PATCH,/support/v1/mto-shipments/{mtoShipmentID}/status,"HTTPSConnectionPool(host='api.exp.move.mil', port=443): Max retries exceeded with url: /support/v1/mto-shipments/f5ec88e9-c2e6-4376-9778-500bebb96939/status (Caused by NewConnectionError('<urllib3.connection.HTTPSConnection object at 0x7f289cd166d0>: Failed to establish a new connection: [Errno 111] Connection refused'))",10
PATCH,/support/v1/mto-service-items/{mtoServiceItemID}/status,"HTTPSConnectionPool(host='api.exp.move.mil', port=443): Max retries exceeded with url: /support/v1/mto-service-items/13ed1a54-af83-4665-9a74-cb55413cde90/status (Caused by NewConnectionError('<urllib3.connection.HTTPSConnection object at 0x7f288894a670>: Failed to establish a new connection: [Errno 111] Connection refused'))",7
PUT,/prime/v1/mto-shipments/{mtoShipmentID},"HTTPSConnectionPool(host='api.exp.move.mil', port=443): Max retries exceeded with url: /prime/v1/mto-shipments/14108a0f-5697-40e8-9817-883dd70c655f (Caused by NewConnectionError('<urllib3.connection.HTTPSConnection object at 0x7f2876417820>: Failed to establish a new connection: [Errno 111] Connection refused'))",6
POST,/prime/v1/payment-requests/{paymentRequestID}/uploads,"HTTPSConnectionPool(host='api.exp.move.mil', port=443): Max retries exceeded with url: /prime/v1/payment-requests/f683c9df-6b41-4fae-8164-b0e6c18ebba8/uploads (Caused by NewConnectionError('<urllib3.connection.HTTPSConnection object at 0x7f28883a3370>: Failed to establish a new connection: [Errno 110] Connection timed out'))",3
PUT,/prime/v1/mto-shipments/{mtoShipmentID}/addresses/{addressID},"HTTPSConnectionPool(host='api.exp.move.mil', port=443): Max retries exceeded with url: /prime/v1/mto-shipments/9d19bc7e-4605-4638-bf50-51a7af7fbefa/addresses/d71fe3e1-ebe1-4040-a988-68d2391b4fdc (Caused by NewConnectionError('<urllib3.connection.HTTPSConnection object at 0x7f2877949d60>: Failed to establish a new connection: [Errno 111] Connection refused'))",1
GET,/support/v1/move-task-orders/{moveTaskOrderID},"HTTPSConnectionPool(host='api.exp.move.mil', port=443): Max retries exceeded with url: /support/v1/move-task-orders/2b4ddc75-bc00-44f7-98d4-5c3a1e18fcf0 (Caused by NewConnectionError('<urllib3.connection.HTTPSConnection object at 0x7f289d8dc970>: Failed to establish a new connection: [Errno 111] Connection refused'))",1
PATCH,/support/v1/mto-shipments/{mtoShipmentID}/status,"HTTPSConnectionPool(host='api.exp.move.mil', port=443): Max retries exceeded with url: /support/v1/mto-shipments/f310a98f-8e76-4928-a750-6bb84e8e68ca/status (Caused by NewConnectionError('<urllib3.connection.HTTPSConnection object at 0x7f288853f190>: Failed to establish a new connection: [Errno 110] Connection timed out'))",1
PATCH,/support/v1/mto-service-items/{mtoServiceItemID}/status,"('Connection aborted.', RemoteDisconnected('Remote end closed connection without response'))",3803
PUT,/prime/v1/mto-shipments/{mtoShipmentID}/agents/{agentID},"HTTPSConnectionPool(host='api.exp.move.mil', port=443): Max retries exceeded with url: /prime/v1/mto-shipments/407a29c0-552b-4c04-8aa0-c622b329d0ec/agents/9c6a6fc9-ad10-4ca4-a17c-1ac6f2ede40b (Caused by NewConnectionError('<urllib3.connection.HTTPSConnection object at 0x7f2876c2afd0>: Failed to establish a new connection: [Errno 111] Connection refused'))",6
PATCH,/support/v1/mto-shipments/{mtoShipmentID}/status,"HTTPSConnectionPool(host='api.exp.move.mil', port=443): Max retries exceeded with url: /support/v1/mto-shipments/c6fd2361-4812-4d52-a373-1832f346dda8/status (Caused by NewConnectionError('<urllib3.connection.HTTPSConnection object at 0x7f28772bbbb0>: Failed to establish a new connection: [Errno 111] Connection refused'))",6
POST,/support/v1/move-task-orders,401 Client Error: Unauthorized for url: https://api.exp.move.mil/support/v1/move-task-orders,34
PUT,/prime/v1/mto-shipments/{mtoShipmentID},"HTTPSConnectionPool(host='api.exp.move.mil', port=443): Max retries exceeded with url: /prime/v1/mto-shipments/0ef8dbbe-6032-42bc-8135-36163b1ffaad (Caused by NewConnectionError('<urllib3.connection.HTTPSConnection object at 0x7f289cf52b50>: Failed to establish a new connection: [Errno 111] Connection refused'))",15
PUT,/prime/v1/mto-shipments/{mtoShipmentID}/agents/{agentID},"HTTPSConnectionPool(host='api.exp.move.mil', port=443): Max retries exceeded with url: /prime/v1/mto-shipments/97ccaa7f-aa33-4e7d-91e0-56a17cd80e7d/agents/6a7c6d58-2bdd-4900-a32c-5bc76b74fda0 (Caused by NewConnectionError('<urllib3.connection.HTTPSConnection object at 0x7f2888ec6b20>: Failed to establish a new connection: [Errno 111] Connection refused'))",4
PUT,/prime/v1/mto-shipments/{mtoShipmentID}/agents/{agentID},"HTTPSConnectionPool(host='api.exp.move.mil', port=443): Max retries exceeded with url: /prime/v1/mto-shipments/c0436dfc-960b-4b22-8a0b-7b5e1d71a8f3/agents/398d1df3-c357-4bcb-8045-5770ee6b5680 (Caused by NewConnectionError('<urllib3.connection.HTTPSConnection object at 0x7f2877ae6490>: Failed to establish a new connection: [Errno 111] Connection refused'))",1
PUT,/prime/v1/mto-shipments/{mtoShipmentID},"HTTPSConnectionPool(host='api.exp.move.mil', port=443): Max retries exceeded with url: /prime/v1/mto-shipments/ed96140a-a0c8-41fb-9ac8-72229e0e77d9 (Caused by NewConnectionError('<urllib3.connection.HTTPSConnection object at 0x7f28a7353640>: Failed to establish a new connection: [Errno 111] Connection refused'))",5
PUT,/prime/v1/mto-shipments/{mtoShipmentID}/addresses/{addressID},"HTTPSConnectionPool(host='api.exp.move.mil', port=443): Max retries exceeded with url: /prime/v1/mto-shipments/80fa1b9c-34cd-4e5e-a96e-4fbf37f62167/addresses/3d08d346-2d61-458a-a639-99b90f8a9200 (Caused by NewConnectionError('<urllib3.connection.HTTPSConnection object at 0x7f28885c0970>: Failed to establish a new connection: [Errno 110] Connection timed out'))",1
PATCH,/support/v1/mto-shipments/{mtoShipmentID}/status,"HTTPSConnectionPool(host='api.exp.move.mil', port=443): Max retries exceeded with url: /support/v1/mto-shipments/efdf6a76-69a3-473f-8a3d-ac2943afff03/status (Caused by NewConnectionError('<urllib3.connection.HTTPSConnection object at 0x7f2877600790>: Failed to establish a new connection: [Errno 110] Connection timed out'))",1
PUT,/prime/v1/mto-shipments/{mtoShipmentID}/agents/{agentID},"HTTPSConnectionPool(host='api.exp.move.mil', port=443): Max retries exceeded with url: /prime/v1/mto-shipments/a305e2c4-4be9-4944-8d95-0a547246185b/agents/07c6598a-5d89-4830-8ad6-c5aff22b3356 (Caused by NewConnectionError('<urllib3.connection.HTTPSConnection object at 0x7f289d423f70>: Failed to establish a new connection: [Errno 111] Connection refused'))",8
PATCH,/support/v1/mto-shipments/{mtoShipmentID}/status,404 Client Error: Not Found for url: /support/v1/mto-shipments/{mtoShipmentID}/status,35
GET,/support/v1/move-task-orders/{moveTaskOrderID},"HTTPSConnectionPool(host='api.exp.move.mil', port=443): Max retries exceeded with url: /support/v1/move-task-orders/0c17260f-321c-4830-a385-88e88877b7dc (Caused by NewConnectionError('<urllib3.connection.HTTPSConnection object at 0x7f289cdb9c40>: Failed to establish a new connection: [Errno 110] Connection timed out'))",1
GET,/support/v1/move-task-orders/{moveTaskOrderID},"HTTPSConnectionPool(host='api.exp.move.mil', port=443): Max retries exceeded with url: /support/v1/move-task-orders/6ab4ccea-fc38-420f-8f72-1135e5127820 (Caused by NewConnectionError('<urllib3.connection.HTTPSConnection object at 0x7f289d3db2b0>: Failed to establish a new connection: [Errno 111] Connection refused'))",1
GET,/support/v1/move-task-orders/{moveTaskOrderID},"HTTPSConnectionPool(host='api.exp.move.mil', port=443): Max retries exceeded with url: /support/v1/move-task-orders/163b023e-768f-4983-866d-d1a97bd890c0 (Caused by NewConnectionError('<urllib3.connection.HTTPSConnection object at 0x7f289cfffe80>: Failed to establish a new connection: [Errno 111] Connection refused'))",1
PATCH,/prime/v1/move-task-orders/{moveTaskOrderID}/post-counseling-info,"HTTPSConnectionPool(host='api.exp.move.mil', port=443): Max retries exceeded with url: /prime/v1/move-task-orders/09f79af8-ea65-4b5f-a686-1d4d5ef6db9b/post-counseling-info (Caused by NewConnectionError('<urllib3.connection.HTTPSConnection object at 0x7f289d439940>: Failed to establish a new connection: [Errno 111] Connection refused'))",18
PATCH,/support/v1/mto-shipments/{mtoShipmentID}/status,"HTTPSConnectionPool(host='api.exp.move.mil', port=443): Max retries exceeded with url: /support/v1/mto-shipments/f5ddb4e8-e2c1-4e19-aed1-f9e8897681c1/status (Caused by NewConnectionError('<urllib3.connection.HTTPSConnection object at 0x7f28769bed90>: Failed to establish a new connection: [Errno 111] Connection refused'))",4
PATCH,/prime/v1/mto-service-items/{mtoServiceItemID},"HTTPSConnectionPool(host='api.exp.move.mil', port=443): Max retries exceeded with url: /prime/v1/mto-service-items/c23bab80-7d78-463d-9676-f9ca54e7e09a (Caused by NewConnectionError('<urllib3.connection.HTTPSConnection object at 0x7f28779c9e50>: Failed to establish a new connection: [Errno 111] Connection refused'))",15
PUT,/prime/v1/mto-shipments/{mtoShipmentID}/agents/{agentID},"HTTPSConnectionPool(host='api.exp.move.mil', port=443): Max retries exceeded with url: /prime/v1/mto-shipments/6e4b65ef-0f86-4fa6-9fd6-b2d10d227f8f/agents/d26d60f7-a3e6-480f-8be4-79ddb591ea40 (Caused by NewConnectionError('<urllib3.connection.HTTPSConnection object at 0x7f288938efd0>: Failed to establish a new connection: [Errno 111] Connection refused'))",4
PUT,/prime/v1/mto-shipments/{mtoShipmentID},"HTTPSConnectionPool(host='api.exp.move.mil', port=443): Max retries exceeded with url: /prime/v1/mto-shipments/80fa1b9c-34cd-4e5e-a96e-4fbf37f62167 (Caused by NewConnectionError('<urllib3.connection.HTTPSConnection object at 0x7f2888797d30>: Failed to establish a new connection: [Errno 111] Connection refused'))",6
GET,/support/v1/move-task-orders/{moveTaskOrderID},"HTTPSConnectionPool(host='api.exp.move.mil', port=443): Max retries exceeded with url: /support/v1/move-task-orders/f68b72c2-505f-425a-a419-e47554e3a706 (Caused by NewConnectionError('<urllib3.connection.HTTPSConnection object at 0x7f2888da07f0>: Failed to establish a new connection: [Errno 111] Connection refused'))",1
PUT,/prime/v1/mto-shipments/{mtoShipmentID},"HTTPSConnectionPool(host='api.exp.move.mil', port=443): Max retries exceeded with url: /prime/v1/mto-shipments/08538fc9-37e3-40ba-856f-b72a2f14f7a6 (Caused by NewConnectionError('<urllib3.connection.HTTPSConnection object at 0x7f2876636400>: Failed to establish a new connection: [Errno 111] Connection refused'))",28
PUT,/prime/v1/mto-shipments/{mtoShipmentID},"HTTPSConnectionPool(host='api.exp.move.mil', port=443): Max retries exceeded with url: /prime/v1/mto-shipments/be03c8fc-5785-4cea-ba76-c9d6f8f0f105 (Caused by NewConnectionError('<urllib3.connection.HTTPSConnection object at 0x7f2889c465e0>: Failed to establish a new connection: [Errno 111] Connection refused'))",10
PATCH,/support/v1/mto-shipments/{mtoShipmentID}/status,"HTTPSConnectionPool(host='api.exp.move.mil', port=443): Max retries exceeded with url: /support/v1/mto-shipments/a8a89783-ffe5-4eed-a19c-6b5dd2f53b02/status (Caused by NewConnectionError('<urllib3.connection.HTTPSConnection object at 0x7f28891f6bb0>: Failed to establish a new connection: [Errno 111] Connection refused'))",1
PATCH,/support/v1/mto-shipments/{mtoShipmentID}/status,"HTTPSConnectionPool(host='api.exp.move.mil', port=443): Max retries exceeded with url: /support/v1/mto-shipments/015590de-c35f-4bb6-81bc-b48234b851c2/status (Caused by NewConnectionError('<urllib3.connection.HTTPSConnection object at 0x7f289d052f40>: Failed to establish a new connection: [Errno 111] Connection refused'))",6
PUT,/prime/v1/mto-shipments/{mtoShipmentID},"HTTPSConnectionPool(host='api.exp.move.mil', port=443): Max retries exceeded with url: /prime/v1/mto-shipments/380f194b-2c93-4ca7-815a-5922edff15da (Caused by NewConnectionError('<urllib3.connection.HTTPSConnection object at 0x7f28765e6d00>: Failed to establish a new connection: [Errno 111] Connection refused'))",1
PATCH,/support/v1/payment-requests/{paymentRequestID}/status,"HTTPSConnectionPool(host='api.exp.move.mil', port=443): Max retries exceeded with url: /support/v1/payment-requests/32784d22-ddf5-43ff-9556-54f70a2d322c/status (Caused by NewConnectionError('<urllib3.connection.HTTPSConnection object at 0x7f2876ecca90>: Failed to establish a new connection: [Errno 111] Connection refused'))",42
GET,/support/v1/move-task-orders/{moveTaskOrderID},"HTTPSConnectionPool(host='api.exp.move.mil', port=443): Max retries exceeded with url: /support/v1/move-task-orders/4ce94e4c-acaf-48fe-bf38-c1e078fbed07 (Caused by NewConnectionError('<urllib3.connection.HTTPSConnection object at 0x7f289d13b280>: Failed to establish a new connection: [Errno 111] Connection refused'))",1
GET,/support/v1/move-task-orders/{moveTaskOrderID},"HTTPSConnectionPool(host='api.exp.move.mil', port=443): Max retries exceeded with url: /support/v1/move-task-orders/d38ed56c-3f3a-44d8-8a56-5963a84003a1 (Caused by NewConnectionError('<urllib3.connection.HTTPSConnection object at 0x7f289c418580>: Failed to establish a new connection: [Errno 111] Connection refused'))",1
PUT,/prime/v1/mto-shipments/{mtoShipmentID}/addresses/{addressID},"HTTPSConnectionPool(host='api.exp.move.mil', port=443): Max retries exceeded with url: /prime/v1/mto-shipments/a6ff7136-9beb-449c-af44-e87a20c974a5/addresses/d4098041-460e-4af7-8e62-7aee22ec70fc (Caused by NewConnectionError('<urllib3.connection.HTTPSConnection object at 0x7f2888742cd0>: Failed to establish a new connection: [Errno 111] Connection refused'))",2
