Method,Name,Error,Occurrences
POST,/prime/v1/payment-requests/{paymentRequestID}/uploads,"HTTPSConnectionPool(host='api.exp.move.mil', port=443): Max retries exceeded with url: /prime/v1/payment-requests/ae2b64d1-5cf9-4f44-9945-15fffc060d73/uploads (Caused by NewConnectionError('<urllib3.connection.HTTPSConnection object at 0x7f3b0405b310>: Failed to establish a new connection: [Errno 111] Connection refused'))",23
PUT,/prime/v1/mto-shipments/{mtoShipmentID},"HTTPSConnectionPool(host='api.exp.move.mil', port=443): Max retries exceeded with url: /prime/v1/mto-shipments/71a6b66e-a82e-456b-8eab-0ae5eb19fb37 (Caused by NewConnectionError('<urllib3.connection.HTTPSConnection object at 0x7f3b05b2de50>: Failed to establish a new connection: [Errno 110] Connection timed out'))",1
PUT,/prime/v1/mto-shipments/{mtoShipmentID}/addresses/{addressID},"HTTPSConnectionPool(host='api.exp.move.mil', port=443): Max retries exceeded with url: /prime/v1/mto-shipments/289aefa2-712b-43c9-9372-abb163cc62e5/addresses/cea77dd8-6d89-46d3-812d-efce02075a06 (Caused by NewConnectionError('<urllib3.connection.HTTPSConnection object at 0x7f3b04137070>: Failed to establish a new connection: [Errno 111] Connection refused'))",2
POST,/prime/v1/mto-service-items,422 Client Error: Unprocessable Entity for url: https://api.exp.move.mil/prime/v1/mto-service-items,1
PATCH,/prime/v1/mto-service-items/{mtoServiceItemID},"HTTPSConnectionPool(host='api.exp.move.mil', port=443): Max retries exceeded with url: /prime/v1/mto-service-items/46937dd5-c3f2-4f76-ad26-7ef8bc393eda (Caused by NewConnectionError('<urllib3.connection.HTTPSConnection object at 0x7f3b059dc940>: Failed to establish a new connection: [Errno 110] Connection timed out'))",1
PATCH,/support/v1/mto-shipments/{mtoShipmentID}/status,"HTTPSConnectionPool(host='api.exp.move.mil', port=443): Max retries exceeded with url: /support/v1/mto-shipments/3e253fb6-bfcd-4069-b99e-2203a401aa69/status (Caused by NewConnectionError('<urllib3.connection.HTTPSConnection object at 0x7f3af12fefd0>: Failed to establish a new connection: [Errno 111] Connection refused'))",13
POST,/prime/v1/payment-requests/{paymentRequestID}/uploads,"HTTPSConnectionPool(host='api.exp.move.mil', port=443): Max retries exceeded with url: /prime/v1/payment-requests/b13af813-f0b0-4956-a0b7-6701e625cffe/uploads (Caused by NewConnectionError('<urllib3.connection.HTTPSConnection object at 0x7f3b07e41c40>: Failed to establish a new connection: [Errno 110] Connection timed out'))",2
PUT,/prime/v1/mto-shipments/{mtoShipmentID},"HTTPSConnectionPool(host='api.exp.move.mil', port=443): Max retries exceeded with url: /prime/v1/mto-shipments/3a7228f7-b1a9-45e8-810d-2aea4b42d6ad (Caused by NewConnectionError('<urllib3.connection.HTTPSConnection object at 0x7f3b073fb0d0>: Failed to establish a new connection: [Errno 110] Connection timed out'))",1
PATCH,/support/v1/mto-service-items/{mtoServiceItemID}/status,"HTTPSConnectionPool(host='api.exp.move.mil', port=443): Max retries exceeded with url: /support/v1/mto-service-items/23641b46-4101-4e25-9846-4d07d5bd4a20/status (Caused by NewConnectionError('<urllib3.connection.HTTPSConnection object at 0x7f3b040c9b80>: Failed to establish a new connection: [Errno 111] Connection refused'))",16
PATCH,/support/v1/payment-requests/{paymentRequestID}/status,"HTTPSConnectionPool(host='api.exp.move.mil', port=443): Max retries exceeded with url: /support/v1/payment-requests/804d56c0-59ef-43b7-b8a5-6a14dba55fa5/status (Caused by NewConnectionError('<urllib3.connection.HTTPSConnection object at 0x7f3af16be220>: Failed to establish a new connection: [Errno 111] Connection refused'))",41
PUT,/prime/v1/mto-shipments/{mtoShipmentID}/addresses/{addressID},"HTTPSConnectionPool(host='api.exp.move.mil', port=443): Max retries exceeded with url: /prime/v1/mto-shipments/029c8f58-0754-48ca-9ba4-efe93ab8d282/addresses/88d7ba4a-6b30-407f-bd86-99816fc86b2b (Caused by NewConnectionError('<urllib3.connection.HTTPSConnection object at 0x7f3af0ac69d0>: Failed to establish a new connection: [Errno 111] Connection refused'))",4
PUT,/prime/v1/mto-shipments/{mtoShipmentID}/addresses/{addressID},"HTTPSConnectionPool(host='api.exp.move.mil', port=443): Max retries exceeded with url: /prime/v1/mto-shipments/029c8f58-0754-48ca-9ba4-efe93ab8d282/addresses/1b4e5f75-2a1f-4c7c-962e-714cf8a8fb8f (Caused by NewConnectionError('<urllib3.connection.HTTPSConnection object at 0x7f3af10ef940>: Failed to establish a new connection: [Errno 111] Connection refused'))",2
PUT,/prime/v1/mto-shipments/{mtoShipmentID}/addresses/{addressID},"HTTPSConnectionPool(host='api.exp.move.mil', port=443): Max retries exceeded with url: /prime/v1/mto-shipments/d2ee5250-af37-4aeb-9de0-4db195b8848c/addresses/eb5ea272-ec7b-4c1c-a975-9bcdb47a68a6 (Caused by NewConnectionError('<urllib3.connection.HTTPSConnection object at 0x7f3b06c899a0>: Failed to establish a new connection: [Errno 110] Connection timed out'))",1
PUT,/prime/v1/mto-shipments/{mtoShipmentID}/addresses/{addressID},"HTTPSConnectionPool(host='api.exp.move.mil', port=443): Max retries exceeded with url: /prime/v1/mto-shipments/b76c8c8a-7dc0-4b2a-a283-19e2f2d04220/addresses/5bbb6fbd-d466-4bee-9e20-3e6849965be3 (Caused by NewConnectionError('<urllib3.connection.HTTPSConnection object at 0x7f3b07b80220>: Failed to establish a new connection: [Errno 111] Connection refused'))",6
PATCH,/prime/v1/move-task-orders/{moveTaskOrderID}/post-counseling-info,"HTTPSConnectionPool(host='api.exp.move.mil', port=443): Max retries exceeded with url: /prime/v1/move-task-orders/6ab4ccea-fc38-420f-8f72-1135e5127820/post-counseling-info (Caused by NewConnectionError('<urllib3.connection.HTTPSConnection object at 0x7f3af1482a90>: Failed to establish a new connection: [Errno 110] Connection timed out'))",1
PATCH,/support/v1/payment-requests/{paymentRequestID}/status,"HTTPSConnectionPool(host='api.exp.move.mil', port=443): Max retries exceeded with url: /support/v1/payment-requests/7fc34bea-8191-49a4-a1f5-4a9947a7d311/status (Caused by NewConnectionError('<urllib3.connection.HTTPSConnection object at 0x7f3af173fe80>: Failed to establish a new connection: [Errno 110] Connection timed out'))",3
PATCH,/support/v1/mto-shipments/{mtoShipmentID}/status,"HTTPSConnectionPool(host='api.exp.move.mil', port=443): Max retries exceeded with url: /support/v1/mto-shipments/d30f7c78-9a12-4f08-aa40-5fb6b0d6f426/status (Caused by NewConnectionError('<urllib3.connection.HTTPSConnection object at 0x7f3b06926970>: Failed to establish a new connection: [Errno 110] Connection timed out'))",2
POST,/prime/v1/payment-requests/{paymentRequestID}/uploads,"HTTPSConnectionPool(host='api.exp.move.mil', port=443): Max retries exceeded with url: /prime/v1/payment-requests/b554e872-338b-4700-8a53-7cc07eb852b9/uploads (Caused by NewConnectionError('<urllib3.connection.HTTPSConnection object at 0x7f3af16ea760>: Failed to establish a new connection: [Errno 110] Connection timed out'))",7
PATCH,/prime/v1/move-task-orders/{moveTaskOrderID}/post-counseling-info,"HTTPSConnectionPool(host='api.exp.move.mil', port=443): Max retries exceeded with url: /prime/v1/move-task-orders/9c338a0f-ae81-4ddf-8a62-2b71f97b4e52/post-counseling-info (Caused by NewConnectionError('<urllib3.connection.HTTPSConnection object at 0x7f3b062782e0>: Failed to establish a new connection: [Errno 110] Connection timed out'))",1
PUT,/prime/v1/mto-shipments/{mtoShipmentID}/agents/{agentID},"HTTPSConnectionPool(host='api.exp.move.mil', port=443): Max retries exceeded with url: /prime/v1/mto-shipments/d06be23b-0043-48da-aee5-698e9af07afa/agents/ba3ac910-f69b-49c1-a48f-7405668e6d97 (Caused by NewConnectionError('<urllib3.connection.HTTPSConnection object at 0x7f3af16e19a0>: Failed to establish a new connection: [Errno 110] Connection timed out'))",1
PATCH,/support/v1/mto-shipments/{mtoShipmentID}/status,"HTTPSConnectionPool(host='api.exp.move.mil', port=443): Max retries exceeded with url: /support/v1/mto-shipments/9c46b164-eb3f-4da0-8253-c6a362fcd3a8/status (Caused by NewConnectionError('<urllib3.connection.HTTPSConnection object at 0x7f3af11b6730>: Failed to establish a new connection: [Errno 111] Connection refused'))",12
PATCH,/support/v1/mto-service-items/{mtoServiceItemID}/status,"HTTPSConnectionPool(host='api.exp.move.mil', port=443): Max retries exceeded with url: /support/v1/mto-service-items/be318bab-aa97-4f7a-ba8a-0ad23527edc6/status (Caused by NewConnectionError('<urllib3.connection.HTTPSConnection object at 0x7f3af14a0af0>: Failed to establish a new connection: [Errno 111] Connection refused'))",19
PUT,/prime/v1/mto-shipments/{mtoShipmentID}/agents/{agentID},"HTTPSConnectionPool(host='api.exp.move.mil', port=443): Max retries exceeded with url: /prime/v1/mto-shipments/882bbf2e-0ff7-4cb0-871a-d0b82303fb5f/agents/0c20c366-0fcf-4811-8373-ae6a58ab1c48 (Caused by NewConnectionError('<urllib3.connection.HTTPSConnection object at 0x7f3af08d0be0>: Failed to establish a new connection: [Errno 111] Connection refused'))",5
POST,/prime/v1/payment-requests/{paymentRequestID}/uploads,"HTTPSConnectionPool(host='api.exp.move.mil', port=443): Max retries exceeded with url: /prime/v1/payment-requests/ff2d68ad-cc22-419f-9407-59a45f395a2e/uploads (Caused by NewConnectionError('<urllib3.connection.HTTPSConnection object at 0x7f3b0630cb20>: Failed to establish a new connection: [Errno 111] Connection refused'))",16
PATCH,/support/v1/mto-shipments/{mtoShipmentID}/status,"HTTPSConnectionPool(host='api.exp.move.mil', port=443): Max retries exceeded with url: /support/v1/mto-shipments/c66dae5a-746f-4e98-96e8-c117d38464a8/status (Caused by NewConnectionError('<urllib3.connection.HTTPSConnection object at 0x7f3af08ea580>: Failed to establish a new connection: [Errno 111] Connection refused'))",11
POST,/prime/v1/payment-requests/{paymentRequestID}/uploads,"HTTPSConnectionPool(host='api.exp.move.mil', port=443): Max retries exceeded with url: /prime/v1/payment-requests/7fc34bea-8191-49a4-a1f5-4a9947a7d311/uploads (Caused by NewConnectionError('<urllib3.connection.HTTPSConnection object at 0x7f3b040c4460>: Failed to establish a new connection: [Errno 111] Connection refused'))",17
PATCH,/prime/v1/move-task-orders/{moveTaskOrderID}/post-counseling-info,"HTTPSConnectionPool(host='api.exp.move.mil', port=443): Max retries exceeded with url: /prime/v1/move-task-orders/a2764fec-48d1-4eba-8018-fc5445b11256/post-counseling-info (Caused by NewConnectionError('<urllib3.connection.HTTPSConnection object at 0x7f3af0be7580>: Failed to establish a new connection: [Errno 111] Connection refused'))",10
POST,/prime/v1/payment-requests/{paymentRequestID}/uploads,"HTTPSConnectionPool(host='api.exp.move.mil', port=443): Max retries exceeded with url: /prime/v1/payment-requests/eb5bbdd5-2f62-4588-975d-828b8d3af32b/uploads (Caused by NewConnectionError('<urllib3.connection.HTTPSConnection object at 0x7f3b06f3b2b0>: Failed to establish a new connection: [Errno 110] Connection timed out'))",4
PATCH,/support/v1/mto-shipments/{mtoShipmentID}/status,"('Connection aborted.', OSError(0, 'Error'))",21
PUT,/prime/v1/mto-shipments/{mtoShipmentID}/agents/{agentID},"HTTPSConnectionPool(host='api.exp.move.mil', port=443): Max retries exceeded with url: /prime/v1/mto-shipments/c0776cbb-5853-4011-afad-8adeb8bf5377/agents/618dbbf2-e108-4a62-8299-5e5ff225b3b4 (Caused by NewConnectionError('<urllib3.connection.HTTPSConnection object at 0x7f3af158bc10>: Failed to establish a new connection: [Errno 110] Connection timed out'))",2
PUT,/prime/v1/mto-shipments/{mtoShipmentID}/agents/{agentID},"HTTPSConnectionPool(host='api.exp.move.mil', port=443): Max retries exceeded with url: /prime/v1/mto-shipments/77302a76-ac5b-46ad-8abd-75333bd4c69b/agents/3e51f0ee-f01b-43da-ae51-87f56b75cb82 (Caused by NewConnectionError('<urllib3.connection.HTTPSConnection object at 0x7f3af17c9bb0>: Failed to establish a new connection: [Errno 111] Connection refused'))",3
POST,/prime/v1/payment-requests/{paymentRequestID}/uploads,"HTTPSConnectionPool(host='api.exp.move.mil', port=443): Max retries exceeded with url: /prime/v1/payment-requests/fc4e81d4-594d-47e4-a0ba-b2dc0dd55445/uploads (Caused by NewConnectionError('<urllib3.connection.HTTPSConnection object at 0x7f3b068ff880>: Failed to establish a new connection: [Errno 111] Connection refused'))",10
GET,/support/v1move-task-orders/{moveTaskOrderID},"HTTPSConnectionPool(host='api.exp.move.mil', port=443): Max retries exceeded with url: /support/v1/move-task-orders/a2764fec-48d1-4eba-8018-fc5445b11256 (Caused by NewConnectionError('<urllib3.connection.HTTPSConnection object at 0x7f3b040bea90>: Failed to establish a new connection: [Errno 110] Connection timed out'))",5
PATCH,/support/v1/mto-service-items/{mtoServiceItemID}/status,"HTTPSConnectionPool(host='api.exp.move.mil', port=443): Max retries exceeded with url: /support/v1/mto-service-items/a81e1a26-c8db-4c3a-a3b8-04714ad1de02/status (Caused by NewConnectionError('<urllib3.connection.HTTPSConnection object at 0x7f3af10d0a30>: Failed to establish a new connection: [Errno 111] Connection refused'))",21
PATCH,/support/v1/mto-shipments/{mtoShipmentID}/status,"HTTPSConnectionPool(host='api.exp.move.mil', port=443): Max retries exceeded with url: /support/v1/mto-shipments/d2ee5250-af37-4aeb-9de0-4db195b8848c/status (Caused by NewConnectionError('<urllib3.connection.HTTPSConnection object at 0x7f3af1508df0>: Failed to establish a new connection: [Errno 111] Connection refused'))",13
POST,/prime/v1/payment-requests/{paymentRequestID}/uploads,"HTTPSConnectionPool(host='api.exp.move.mil', port=443): Max retries exceeded with url: /prime/v1/payment-requests/44723abb-66a4-429f-8111-de030664606b/uploads (Caused by NewConnectionError('<urllib3.connection.HTTPSConnection object at 0x7f3af1600dc0>: Failed to establish a new connection: [Errno 110] Connection timed out'))",3
PUT,/prime/v1/mto-shipments/{mtoShipmentID}/agents/{agentID},412 Client Error: Precondition Failed for url: /prime/v1/mto-shipments/{mtoShipmentID}/agents/{agentID},349
GET,/support/v1move-task-orders/{moveTaskOrderID},"HTTPSConnectionPool(host='api.exp.move.mil', port=443): Max retries exceeded with url: /support/v1/move-task-orders/7011b591-c8f4-4f0a-b034-fa64626b8e81 (Caused by NewConnectionError('<urllib3.connection.HTTPSConnection object at 0x7f3af1766550>: Failed to establish a new connection: [Errno 110] Connection timed out'))",4
PUT,/prime/v1/mto-shipments/{mtoShipmentID},"HTTPSConnectionPool(host='api.exp.move.mil', port=443): Max retries exceeded with url: /prime/v1/mto-shipments/e580a107-80a5-42b9-a6f9-3896107b6215 (Caused by NewConnectionError('<urllib3.connection.HTTPSConnection object at 0x7f3b06cd1e80>: Failed to establish a new connection: [Errno 111] Connection refused'))",7
POST,/prime/v1/payment-requests/{paymentRequestID}/uploads,"HTTPSConnectionPool(host='api.exp.move.mil', port=443): Max retries exceeded with url: /prime/v1/payment-requests/eb5bbdd5-2f62-4588-975d-828b8d3af32b/uploads (Caused by NewConnectionError('<urllib3.connection.HTTPSConnection object at 0x7f3b067fa190>: Failed to establish a new connection: [Errno 111] Connection refused'))",20
PUT,/prime/v1/mto-shipments/{mtoShipmentID}/agents/{agentID},"HTTPSConnectionPool(host='api.exp.move.mil', port=443): Max retries exceeded with url: /prime/v1/mto-shipments/708749d2-a4c4-4898-b520-ffe1d40e68d0/agents/fc15a448-22cf-4789-b561-22ab51104939 (Caused by NewConnectionError('<urllib3.connection.HTTPSConnection object at 0x7f3b06298d00>: Failed to establish a new connection: [Errno 111] Connection refused'))",1
PATCH,/support/v1/payment-requests/{paymentRequestID}/status,"HTTPSConnectionPool(host='api.exp.move.mil', port=443): Max retries exceeded with url: /support/v1/payment-requests/d5a149b3-1e08-4a4d-ae5e-9eb7c0db9e3c/status (Caused by NewConnectionError('<urllib3.connection.HTTPSConnection object at 0x7f3b04061f40>: Failed to establish a new connection: [Errno 111] Connection refused'))",39
PUT,/prime/v1/mto-shipments/{mtoShipmentID}/agents/{agentID},"HTTPSConnectionPool(host='api.exp.move.mil', port=443): Max retries exceeded with url: /prime/v1/mto-shipments/bd28458c-d88b-4267-8b4a-da73a62ba75a/agents/37266ec7-dbfd-4cce-a3e0-17ef42e77155 (Caused by NewConnectionError('<urllib3.connection.HTTPSConnection object at 0x7f3b04088c70>: Failed to establish a new connection: [Errno 110] Connection timed out'))",2
PUT,/prime/v1/mto-shipments/{mtoShipmentID}/agents/{agentID},"HTTPSConnectionPool(host='api.exp.move.mil', port=443): Max retries exceeded with url: /prime/v1/mto-shipments/df498eee-dd8c-4ec2-a402-bbf2e74e841e/agents/3eb9827c-e2d6-49d3-a7da-07a2416b7ec9 (Caused by NewConnectionError('<urllib3.connection.HTTPSConnection object at 0x7f3b06b4f0a0>: Failed to establish a new connection: [Errno 111] Connection refused'))",6
PUT,/prime/v1/mto-shipments/{mtoShipmentID}/agents/{agentID},"HTTPSConnectionPool(host='api.exp.move.mil', port=443): Max retries exceeded with url: /prime/v1/mto-shipments/87eed891-41c6-4ad8-94bb-c3f7b134c01d/agents/b5e620a8-2b9f-4bf6-a60b-a07a522e5bf7 (Caused by NewConnectionError('<urllib3.connection.HTTPSConnection object at 0x7f3b07fb4f70>: Failed to establish a new connection: [Errno 111] Connection refused'))",5
PUT,/prime/v1/mto-shipments/{mtoShipmentID}/agents/{agentID},"HTTPSConnectionPool(host='api.exp.move.mil', port=443): Max retries exceeded with url: /prime/v1/mto-shipments/5a2cefe3-6f1d-494a-acb1-9a82e63ebd4a/agents/cf594d71-9d7d-4ea9-a334-65a8d7be739f (Caused by NewConnectionError('<urllib3.connection.HTTPSConnection object at 0x7f3b06901f70>: Failed to establish a new connection: [Errno 111] Connection refused'))",5
POST,/prime/v1/payment-requests/{paymentRequestID}/uploads,500 Server Error: Internal Server Error for url: /prime/v1/payment-requests/{paymentRequestID}/uploads,26
PATCH,/support/v1/payment-requests/{paymentRequestID}/status,"HTTPSConnectionPool(host='api.exp.move.mil', port=443): Max retries exceeded with url: /support/v1/payment-requests/10b3508d-10a4-4a93-812e-636e0074ee1e/status (Caused by NewConnectionError('<urllib3.connection.HTTPSConnection object at 0x7f3b040c3e80>: Failed to establish a new connection: [Errno 110] Connection timed out'))",5
PUT,/prime/v1/mto-shipments/{mtoShipmentID}/addresses/{addressID},"HTTPSConnectionPool(host='api.exp.move.mil', port=443): Max retries exceeded with url: /prime/v1/mto-shipments/a4e873d5-feda-46b1-afd4-7987977a98ab/addresses/97870dc3-c024-4a89-be53-1a5f4ccb2264 (Caused by NewConnectionError('<urllib3.connection.HTTPSConnection object at 0x7f3af13975e0>: Failed to establish a new connection: [Errno 111] Connection refused'))",6
PUT,/prime/v1/mto-shipments/{mtoShipmentID},"('Connection aborted.', RemoteDisconnected('Remote end closed connection without response'))",651
PUT,/prime/v1/mto-shipments/{mtoShipmentID}/addresses/{addressID},"HTTPSConnectionPool(host='api.exp.move.mil', port=443): Max retries exceeded with url: /prime/v1/mto-shipments/48e86228-b178-494c-834d-15fe0131052f/addresses/757c76c9-6f8d-403c-a0b3-77172c6d9b18 (Caused by NewConnectionError('<urllib3.connection.HTTPSConnection object at 0x7f3af0f1dac0>: Failed to establish a new connection: [Errno 111] Connection refused'))",4
